0	0	0	0	0	59.31308365	0.05999988317	40.44100189	-6.351659775	0.03002999909	0
0.02	0	0	0	0	59.31308365	0.05999988317	40.44100189	-6.351659775	0.03002999909	0
0.04	0	0	0	0	59.31308365	0.05999988317	40.44100189	-6.351659775	0.03002999909	0
0.06	0	0	0	0	59.31308365	0.05999988317	40.44100189	-6.351659775	0.03002999909	0
0.08	0	0	0	0	59.31308365	0.05999988317	40.44100189	-6.351659775	0.03002999909	0
0.1	0	0	0	0	59.31308365	0.05999988317	40.44100189	-6.351659775	0.03002999909	0
0.12	0	0	0	0	59.31308365	0.05999988317	40.44100189	-6.351659775	0.03002999909	0
0.14	0	0	0	0	59.31308365	0.05999988317	40.44100189	-6.351659775	0.03002999909	0
0.16	0	0	0	0	59.31308365	0.05999988317	40.44100189	-6.351659775	0.03002999909	0
0.18	0	0	0	0	59.31308746	0.0600005649	40.44100189	-6.351659775	0.03002999909	0
0.2	0	0	0	0	59.31308746	0.0600005649	40.44100189	-6.351659775	0.03002999909	0
0.22	0	0	0	0	59.31308746	0.0600005649	40.44100189	-6.351659775	0.03002999909	0
0.24	0	0	0	0	59.31308746	0.0600005649	40.44100189	-6.351659775	0.03002999909	0
0.26	0	0	0	0	59.31308746	0.0600005649	40.44100189	-6.351659775	0.03002999909	0
0.28	0	0	0	0	59.31308746	0.0600005649	40.44100189	-6.351659775	0.03002999909	0
0.3	0	0	0	0	59.31308746	0.0600005649	40.44100189	-6.351659775	0.03002999909	0
0.32	0	0	0	0	59.31308746	0.0600005649	40.44100189	-6.351659775	0.03002999909	0
0.34	0	0	0	0	59.31308746	0.0600005649	40.44100189	-6.351659775	0.03002999909	0
0.36	0	0	0	0	59.31308746	0.0600005649	40.44100189	-6.351659775	0.03002999909	0
0.38	0	0	0	0	59.31309509	0.06000112742	40.44100189	-6.351659775	0.03414839879	0
0.4	0	0	0	0	59.31309509	0.06000112742	40.44100189	-6.351659775	0.03414839879	0
0.42	0	0	0	0	59.31309509	0.06000112742	40.44100189	-6.351659775	0.03414839879	0
0.44	0	0	0	0	59.31309509	0.06000112742	40.44100189	-6.351659775	0.03414839879	0
0.46	0	0	0	0	59.31309509	0.06000112742	40.44100189	-6.351659775	0.03414839879	0
0.48	0	0	0	0	59.31309509	0.06000112742	40.44100189	-6.351659775	0.03414839879	0
0.5	0	0	0	0	59.31309509	0.06000112742	40.44100189	-6.351659775	0.03414839879	0
0.52	0	0	0	0	59.31309509	0.06000112742	40.44100189	-6.351659775	0.03414839879	0
